,Unnamed: 0,Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
2758,2758,"Hotfix Applicator Tool, Bedazzler Kit with DIY Hot Fix Rhinestones Include 7 Tips, Support Stand Tweezers Cleaning Brush Wax Pencils and 2400 Rhinestone …",Visit the SATINIOR Store,15 ratings,0,0,0,17.99,How confident are you in finding a size that will fit you well?
2759,2759,seven wolves All-Match Accessories Brooches Wedding Bridal Big Crystal Rhinestone Bouquet Brooch Pin for Women,Brand: KUIENSI,380 ratings,0,0,35 answered questions,18.99,4.4 out of 5
2760,2760,"Rainbow Tubular Double Cap Rivets - 9mm Rainbow Metal Button Round Rapid Rivet,Rivet Studs for Purse Bags Handbags Shoes Belts Leather Craft Repair (50 PCS)",Brand: seven wolves,771 ratings,0,0,0,12.99,4.4 out of 5
2761,2761,BlingGem Anklets for Women 925 Sterling Silver Infinity Hear Ankle Bracelet Cubic Zirconia Rose Gold Summer Beach Stylish Foot Chain Summer Vacation Jewelry Gift for Mom Women Girlfriend,Brand: YEWIN,274 ratings,0,1,0,17.5,4.6 out of 5
2762,2762,LZHLQ Fashion Bib Necklace for girl Bohemian Coin Statement Necklace and earrings Punk Ethnic Style Jewelry Set for Women,Visit the BlingGem Store,177 ratings,0,0,3 answered questions,31.98,How confident are you in finding a size that will fit you well?
2763,2763,BriLove Women's Vintage Inspired Crystal Merry Christmas Holiday Wreath Brooch Pin,Brand: LZHLQ,"5,339 ratings",0,0,3 answered questions,15.99,How confident are you in finding a size that will fit you well?
2764,2764,"YORANYO 20 Sets 24MM Metallic Spikes and Studs Gun Metal Color 0.95"" Metal Bullet Cone Spikes Screw Back Large Studs and Spikes Kit Leather Rivet Clothing Shoes Leather Belts Bags Collars Accessories",0,622 ratings,0,0,0,9.99,4.6 out of 5
2765,2765,Jurassic World Raptor Trainer Silhouette Graphic T-Shirt,Visit the YORANYO Store,380 ratings,0,0,0,12.99,4.3 out of 5
2766,2766,"50 PCS 12"" x 12"" Large Thick 2.4 Mil Clear Zip Poly Bags Plastic Reclosable Zip Seal Lock Bags Clothing Shoes Toys Prints Zipper Bag",Visit the Jurassic World Store,169 ratings,0,0,0,18.99,How confident are you in finding a size that will fit you well?
2767,2767,Belons 5 Pcs Colorful Smile Sunflower Rose Brooch Enamel Brooch Collar Broach Lapel Pin Badge Clothes Accessories Bag Decor Jewelry Gift,Brand: Somoga,1 rating,0,0,0,18.99,5 out of 5
2768,2768,Prettyia 100Pcs 9mm Square Pyramid Studs Pink 4 Prongs Nailhead Spikes Punk Rivets for DIY Leathercraft Clothes Belt Bag Shoes Jewelry Decoration,Brand: Belons,17 ratings,0,0,0,0.0,4.7 out of 5
2769,2769,IVTG Genuine Leather Wallets for Women Long Purse Vintage Embossing Cowhide Handmade Small Clutch (Red),Brand: Prettyia,73 ratings,0,0,0,4.99,5 out of 5
2770,2770,"Anna by Anuschka Genuine Leather, Hand-painted Original Art - Credit Card Holder",Visit the IVTG Store,8 ratings,0,0,5 answered questions,57.99,4.4 out of 5
2771,2771,FANCY SHINY Leather Wrap Bracelet Boho Cuff Bracelets Crystal Bead Bracelet with Magnetic Clasp for Women,Visit the Anna by Anuschka Store,91 ratings,0,0,3 answered questions,23.45,How confident are you in finding a size that will fit you well?
2772,2772,Women's Wallet Genuine Leather Zip Around Wristlet Long Purse Vintage Embossing Cowhide Capacity Handmade Clutch(Red),Visit the FANCY SHINY Store,11 ratings,1,0,45 answered questions,13.99,4.5 out of 5
2773,2773,Coin Collection - World Currency Set - Treasure Chest with 1Lb. - Collectible Antique Coins - 4.7 x 3.5 x 3.5 Decorative Wooden Box - Old Foreign Currency (COA Included),Visit the IVTG Store,"1,189 ratings",0,0,11 answered questions,57.99,4.5 out of 5
2774,2774,The Franklin Mint Founding Fathers Coin Collection - 7-Piece 24-Karat Gold-Plated Collectible Coins with Wood and Metal Storage Box - United States of America Leaders - Complete Set,Visit the IMPACTO COLECCIONABLES Store,56 ratings,0,1,14 answered questions,42.5,4.5 out of 5
2775,2775,Complete 50 Uncirculated State (99-08) Quarter Collection Set + 6 Territory Quarters from The US Territories Program in a Beautiful Folder Display Book (Complete Set),Brand: LIVVEasy,20 ratings,0,0,7 answered questions,139.99,4.7 out of 5
2776,2776,2021 (W) 1 oz American Silver Eagle Coin Brilliant Uncirculated (Type 2 - First Strike - Struck at The West Point Mint) $1 BU PCGS,Brand: First Commemorative Mint,115 ratings,0,1,25 answered questions,59.95,4.7 out of 5
2777,2777,1873 I - 1891 Japanese 1 Sen Dragon Coin. Authentic Meiji Restoration Era Japan Coinage. Comes With Certificate Of Authenticity. 1 Sen Graded By Seller Circulated,Visit the MINT STATE GOLD Store,767 ratings,0,0,0,59.19,4.9 out of 5
2778,2778,Coin Collection - World Currency Set - Treasure Chest with 1Lb. - Collectible Antique Coins - 4.7 x 3.5 x 3.5 Decorative Wooden Box - Old Foreign Currency (COA Included),Brand: CAPTAIN NIKKIESAVAGE'S COLLECTIBLES,72 ratings,0,0,0,6.99,4.6 out of 5
2779,2779,"Banknote World Currency Collecting Album, Blue, 100 Pockets",Visit the IMPACTO COLECCIONABLES Store,331 ratings,0,1,14 answered questions,42.5,4.5 out of 5
2780,2780,Batman Dark Knight Harvey's Two Face Coin Prop Replica,Brand: Banknote World,72 ratings,0,0,10 answered questions,24.99,4.7 out of 5
2781,2781,American Coin Treasures American Coin Treasures The Last 25 Years of Lincoln Wheat Penny Collection (1934-1958) Novelty,Brand: ixwisdom collection coin,19 ratings,0,0,4 answered questions,0.0,4.5 out of 5
2782,2782,American Coin Treasures 1800's Rare Coin Collection,Brand: American Coin Treasures,12 ratings,0,0,7 answered questions,19.95,4.4 out of 5
2783,2783,The Franklin Mint Founding Fathers Coin Collection - 7-Piece 24-Karat Gold-Plated Collectible Coins with Wood and Metal Storage Box - United States of America Leaders - Complete Set,Visit the American Coin Treasures Store,7 ratings,0,0,0,19.95,4.6 out of 5
2784,2784,Framed U.S. Constitution with All 3 Bicentennial Coins,Brand: LIVVEasy,21 ratings,0,0,7 answered questions,139.99,4.7 out of 5
2785,2785,The Franklin Mint Founding Fathers Coin Collection - 7-Piece 24-Karat Gold-Plated Collectible Coins with Wood and Metal Storage Box - United States of America Leaders - Complete Set,Brand: American Coin Treasures,402 ratings,0,0,0,39.95,4.2 out of 5
2786,2786,Vintage Indian Head Cents Collection Starter Kit U.S. Coins Old Pennies Estate Sale Liquidation United States Hoard All Over 100+ Years Old,Brand: LIVVEasy,101 ratings,0,0,7 answered questions,139.99,4.7 out of 5
2787,2787,American Coin Treasures Spirit of The American West Coin Collection,0,16 ratings,0,0,17 answered questions,13.79,4.4 out of 5
2788,2788,"1873 - 1892 Japanese Meiji Era Large And Attractive 2 Sen Dragon Coin, Minted At the End of Samurai Era. Circulated/Worn Condition. Japan Collectable Circulated Graded by Seller",Visit the American Coin Treasures Store,64 ratings,0,0,8 answered questions,29.95,4.5 out of 5
2789,2789,"Donald Trump Gold Coin, Gold Plated Collectable Coin and Case Included, 45th President, Certificate of Authenticity Official",0,44 ratings,0,0,0,9.99,4.7 out of 5
2790,2790,Complete 50 Uncirculated State (99-08) Quarter Collection Set + 6 Territory Quarters from The US Territories Program in a Beautiful Folder Display Book (Complete Set),Brand: GOPBOX,"2,264 ratings",1,0,127 answered questions,9.95,4.7 out of 5
2791,2791,The Franklin Mint Founding Fathers Coin Collection - 7-Piece 24-Karat Gold-Plated Collectible Coins with Wood and Metal Storage Box - United States of America Leaders - Complete Set,Brand: First Commemorative Mint,55 ratings,0,1,25 answered questions,59.95,4.7 out of 5
2792,2792,"USA Four Most Famous Coins | Genuine Coin Set Buffalo Nickel, Indian Head Cent, Bicentennial Half Dollar and Quarter | Certificate of Authenticity – American Coin Treasures",Brand: LIVVEasy,116 ratings,0,0,7 answered questions,139.99,4.7 out of 5
2793,2793,"Minnie Disney Coin for Collectors with Limited Mintage (4,999 Coins Released) - Official Disney Collectible Coin with Leather-Bound Disney Box and Limited Edition Certificate - Beautiful Disney Gift",Visit the American Coin Treasures Store,10 ratings,0,0,4 answered questions,19.95,4.7 out of 5
2794,2794,Good Luck Coins Subway Art Frame,Visit the FANTASY CLUB Store,65 ratings,0,0,0,59.99,5 out of 5
2795,2795,"5 Original Imperial Roman Coins in a Coin Grab Bag - Rare Coins of Emperors, Gods & Legions - Coins Collection",Brand: American Coin Treasures,28 ratings,0,0,0,49.95,0
2796,2796,Roman Coins 12 Ancient Collection. Certified Authentic Biblical Coins,Visit the IMPACTO COLECCIONABLES Store,73 ratings,0,1,3 answered questions,49.9,4.4 out of 5
2797,2797,"14 Disney Coins - Fantasia Limited Edition Commemorative Coins Collection, Cellebrating The 80th Years of Fantasia - Ag and Au Plated Disney Memorabilia Coins Full Colored in Collector’s Album",Brand: Roman Coins,171 ratings,0,0,5 answered questions,160.48,4.7 out of 5
2798,2798,"1 American Classics Coin Bag. A total of 34 Coins -- 5 Full Date Buffalo Nickels, 25 Unsearched Wheat Pennies, 3 Steel Cents, and a Silver Mercury Dime - All In a Nice Presentation Velveteen Bag -- The American Coins Collection. 1c, 5, 10c Circulated Condition to Fine",Visit the FANTASY CLUB Store,55 ratings,0,0,0,199.0,4.8 out of 5
2799,2799,2021 (W) 1 oz American Silver Eagle Coin Gem Uncirculated (Type 2 - First Strike - Struck at West Point) by Coinfolio $1 GEMUNC PCGS,0,11 ratings,0,0,0,24.95,4.2 out of 5
2800,2800,Over 50 DIFFERENT World Coins (1/2) Half Pound Grab Bag,Visit the MINT STATE GOLD Store,188 ratings,0,0,0,66.84,4.9 out of 5
2801,2801,2022 P 1 oz Australian Gold Dragon Bar Gem Uncirculated (GEMUNC - First Day of Issue) 24K $100 NGC Mint State,Brand: CollecTons,23 ratings,0,1,22 answered questions,17.38,4.2 out of 5
2802,2802,"Uncleaned Roman Coins Starter Kit by Vx Investments. 10 Uncleaned Ancient Coins, a Cleaning Brush, and Printed Instructions. Restore Real Old Coins",Visit the MINT STATE GOLD Store,673 ratings,0,0,30 answered questions,2298.99,4.4 out of 5
2803,2803,Apollo 11 50th Anniversary Man on Moon Statehood Quarters 5-Coin Set with Box,0,78 ratings,0,0,0,32.99,3.7 out of 5
2804,2804,2021 American Silver Eagle .999 Fine Silver with Our Certificate of Authenticity Dollar Uncirculated US Mint,Brand: Merrick Mint,76 ratings,0,0,0,0.0,4.6 out of 5
2805,2805,"2013 P, D Native American (Sacagawea/Golden) Dollar 2 Coin Set Uncirculated",0,5 ratings,0,0,11 answered questions,44.99,4.8 out of 5
2806,2806,American Coin Treasures 1800's Rare Coin Collection,0,48 ratings,0,0,0,10.99,4.5 out of 5
2807,2807,1976 S 40% Silver Proof Bicentennial Washington Quarter Quarter Uncirculated,Visit the American Coin Treasures Store,55 ratings,0,0,0,19.95,4.6 out of 5
2808,2808,Lincoln Penny Anthology Coffee Table Book and Coin Set| 1909 to 1999 Wheat and Memorial Cents | Certificate of Authenticity | Collectible Coins 20th Century |,0,78 ratings,0,0,0,11.99,4.8 out of 5
2809,2809,"EPVSER Gold Dollar Coins Replica, Rare Gold Coins, Five Dollar Gold Coin 1908 Indian Eagle from Copper, Collectible Coins for Collectors",Brand: American Coin Treasures,8 ratings,0,0,0,199.95,4.2 out of 5
2810,2810,Complete Silver Roosevelt Dime Collection 1946-1964,Brand: EPVSER,49 ratings,0,0,0,16.59,3.9 out of 5
2811,2811,American Flag 6 Row Challenge Coin Display Stand Case Military Coin Holder Display,Brand: American Coin Treasures,3 ratings,0,0,0,179.95,4.7 out of 5
2812,2812,1976 S Proof S US Mint Proof Set Original Government Packaging Proof,Brand: WOERDA,380 ratings,0,0,0,25.99,4.4 out of 5
2813,2813,Rare WWII World War Steel Penny Old Coin Collection (20-Coin Lot) Collectible Condition Good,0,349 ratings,0,0,3 answered questions,22.95,4.5 out of 5
2814,2814,"The American Classics Old Coin Collection by Vx Investments. 10 Full Date Buffalo Nickels, 20 Unsearched Wheat Pennies, and a Silver Mercury Dime All In a Custom Vx Investments Pouch Various Grades",0,23 ratings,0,0,0,12.99,4.5 out of 5
2815,2815,1976 S Clad Proof 5 Coin Set in Original Government Packaging Proof,0,189 ratings,0,0,0,32.88,4.3 out of 5
2816,2816,2022 AU 1/2 oz Silver Australian Lunar Year of the Tiger Coin Brilliant Uncirculated (in Capsule) with a Certificate of Authenticity 50c BU,0,73 ratings,0,0,0,19.99,4.8 out of 5
2817,2817,U.S. Liberty Head (Barber) Nickels - 7 Coin Grab Bag,Visit the MINT STATE GOLD Store,47 ratings,0,0,0,37.95,4.6 out of 5
2818,2818,2021 Lot of (20) 1 oz Silver American Eagle Brilliant Uncirculated (Type 1) in United States Mint Tube with our Certificates of Authenticity $1 BU,Brand: Moenich Coins & Collectibles,13 ratings,0,0,51 answered questions,13.15,4.1 out of 5
2819,2819,2022 AU Australian 1 oz Silver Kookaburra Coin Brilliant Uncirculated (in Capsule) with Certificate of Authenticity $1 BU,Visit the MINT STATE GOLD Store,58 ratings,0,0,4 answered questions,869.72,4.6 out of 5
2820,2820,United States Air Force USAF Sheppard Air Force Base AFT 80th and 82nd Flying Training Wing Service Integrity Excellence Challenge Coin,Visit the MINT STATE GOLD Store,116 ratings,0,0,0,48.85,4.7 out of 5
2821,2821,"1 Kaiser Era German 4 Coin Set, Real Prussian Collectables Empire That Started World War 1 WW1. Pre Nazi, Comes With Certificate Of Authenticity. Circulated Graded by Seller",Visit the Artisan Owl Store,191 ratings,0,0,0,16.92,4.8 out of 5
2822,2822,Gold Dogecoin Coin Doge Commemorative Coin Crypto Currency 2021 Limited Edition Collectible Coin with Display Case,0,152 ratings,0,0,0,14.99,4.6 out of 5
2823,2823,1999-2007 S Washington State Quarters Gem Proof Run 45 Coins US Mint Decade Lot Near Complete 2000's Set,Brand: Lymhy,349 ratings,0,0,0,14.99,4.6 out of 5
2824,2824,2009 P BU Territory Quarters - 6 coin Set Uncirculated,0,360 ratings,0,0,11 answered questions,69.99,4.6 out of 5
2825,2825,2020 1 oz Silver Star Wars Darth Vader Coin Brilliant Uncirculated with Certificate of Authenticity $2 BU,0,130 ratings,0,0,0,13.99,4.7 out of 5
2826,2826,"1873 I - 1906 Japanese Meiji Era Silver 10 Sen Dragon Coin, Minted At the End of Samurai Era. Circulated Condition. Japan Collectable Circulated Graded by Seller Some Wear",Visit the MINT STATE GOLD Store,"1,055 ratings",0,0,0,67.06,5 out of 5
2827,2827,One Year Rarities Coin Collection| Genuine United States Minted Coins | Americana Collectible | Certificate of Authenticity – American Coin Treasures,0,189 ratings,0,0,0,19.99,4.8 out of 5
2828,2828,Eisenhower IKE US Dollars 24K Gold Clad 6-Coin Complete Set of 6 Years 1971-1978,Visit the American Coin Treasures Store,77 ratings,0,0,9 answered questions,24.95,4.6 out of 5
2829,2829,"Donald Trump Coin 2020 with Gift Box - Gold Plated Collectible Coin, Protective Case (Donald Trump Coin with Gift-Box)",Brand: US Mint,165 ratings,0,0,0,0.0,4.7 out of 5
2830,2830,100 U.S. Wheat Pennies With Steel Cents in a Custom Vx Investments Microfiber Pouch (2 Rolls of U.S. Wheat Cents). 100 Old Coins.,Visit the innoGadgets Store,148 ratings,0,0,10 answered questions,14.95,4.8 out of 5
2831,2831,U.S. Indian Head Cent Full LIBERTY Full Rim (1-Coin) Date Range 1880 to 1908 1c Fine to XF,0,470 ratings,0,0,3 answered questions,22.99,4.4 out of 5
2832,2832,Star Wars Official Coin Collection - 14 Coins Themed in The Empire Strikes Back 40th Anniversary Limited Official Edition The for Collectors,0,6 ratings,0,0,0,13.49,4.1 out of 5
2833,2833,Coin Collection Starter Kit Countries Coins Collection Set 100% Original Genuine World Coin with Leather Collecting Album Taged by Country Name and Flags(60 Countries Coins),Visit the FANTASY CLUB Store,98 ratings,0,0,0,229.0,4 out of 5
2834,2834,Dogecoin 2021 Limited Edition Doge Coin Collectible Coin with Protective Case Gold Plated,Brand: WRelax,3 ratings,0,0,3 answered questions,36.99,4.5 out of 5
2835,2835,Put On The Full Armor of God Army Commemorative Coins Collectible,Brand: ARES TECHNOLOGY,3 ratings,0,0,0,6.19,4.5 out of 5
2836,2836,American Flag 6 Rows Challenge Coin Display Holder Military Coin Stand (Large),Brand: Joygulls,489 ratings,0,0,0,9.99,4.7 out of 5
2837,2837,"Crown of Thorns Coin, Bulk Pack of 3, by His Stripes We are Healed, Isaiah 53:5 Gift, Pocket Token of Healing and Protection, Collectible Challenge Coin for Easter, Sobriety & Recovery Chip",Brand: WOERDA,14 ratings,0,0,0,29.99,5 out of 5
2838,2838,"Shiba Inu Coin,Shib Coin,Shibcoin Commemorative Coin Gold Plated Coins Shiba Coin Limited Edition Collectible Coin with Protective Case (SHIB4 Silver)",Visit the LOGOS COINS Store,44 ratings,0,0,0,33.99,4.8 out of 5
2839,2839,The Franklin Mint Founding Fathers Coin Collection - 7-Piece 24-Karat Gold-Plated Collectible Coins with Wood and Metal Storage Box - United States of America Leaders - Complete Set,Brand: Bestom,47 ratings,0,0,0,13.99,4.2 out of 5
2840,2840,Coin Collection - World Currency Treasure Chest with 2Lb. - Collectible Circulated Coins - 4.7 x 3.5 x 3.5 Decorative Wooden Box - Antique Coins for Collectors (COA Included),Brand: LIVVEasy,1 rating,0,0,7 answered questions,139.99,4.7 out of 5
2841,2841,4 Rows Military Challenge Coin Display Holder Stand,Visit the IMPACTO COLECCIONABLES Store,10 ratings,0,0,14 answered questions,59.9,4.5 out of 5
2842,2842,"JARAGAR Cryptocurrency Gift Set, 8PCS Bitcoin (BTC) Litecoin (LTC) Ripple (XRP) Ethereum(ETH) Gold & Silver Coins Bitcoin Coin Collectors Set for Crypto Fans",Brand: WOERDA,7 ratings,0,0,0,14.99,4.6 out of 5
2843,2843,Roman Coins 12 Ancient Collection. Certified Authentic Biblical Coins,Brand: JARAGAR,14 ratings,0,1,4 answered questions,13.89,4.6 out of 5
2844,2844,2022 AU 1 oz Silver Australian Lunar Year of the Tiger Coin Brilliant Uncirculated (in Capsule) with a Certificate of Authenticity $1 BU,Brand: Roman Coins,43 ratings,0,0,5 answered questions,160.48,4.7 out of 5
2845,2845,2022 TV Tuvalu 1 oz Black-Colored Silver James Bond 007 Coin (in Capsule) Brilliant Uncirculated with a Certificate of Authenticity $1 BU,Visit the MINT STATE GOLD Store,3 ratings,0,0,0,52.3,4.9 out of 5
2846,2846,Eisenhower IKE Dollars 6-Coin Set Complete Set of All Years 1971-1978 with Capsules and Certificate,Visit the MINT STATE GOLD Store,22 ratings,0,0,0,52.94,4.8 out of 5
2847,2847,United States Army Special Forces Challenge Coin Faithful and True Green Beret Challenge Coin,Brand: US Mint,1 rating,0,1,0,0.0,4.6 out of 5
